Bloc,Jour,Theme,Italien,Francais,Esempio (IT),Exemple (FR)
Bloc 2 - Bilan medical,50,Les questions rituelles au patient (synthèse du bloc),Ha battuto la testa?,Vous êtes-vous cogné la tête ?,Ha battuto la testa nella caduta?,Vous êtes-vous cogné la tête dans la chute ?
Bloc 2 - Bilan medical,50,Les questions rituelles au patient (synthèse du bloc),Prende medicamenti?,Prenez-vous des médicaments ?,Prende medicamenti tutti i giorni?,Prenez-vous des médicaments tous les jours ?
Bloc 2 - Bilan medical,50,Les questions rituelles au patient (synthèse du bloc),Le è già successo?,Cela vous est-il déjà arrivé ?,Le è già successo un episodio simile?,Un épisode similaire vous est-il déjà arrivé ?
Bloc 2 - Bilan medical,50,Les questions rituelles au patient (synthèse du bloc),Vuole venire con noi?,Voulez-vous venir avec nous ?,Vuole venire con noi in ospedale?,Voulez-vous venir avec nous à l'hôpital ?
"Bloc 3 - Materiel, radio 144, Ticino",51,L'autoambulanza et ses parties,l'autoambulanza,l'ambulance (terme officiel suisse),L'autoambulanza è posteggiata davanti allo stabile.,L'ambulance est garée devant l'immeuble.
"Bloc 3 - Materiel, radio 144, Ticino",51,L'autoambulanza et ses parties,il vano sanitario,la cellule sanitaire,Il materiale è nel vano sanitario.,Le matériel est dans la cellule sanitaire.
"Bloc 3 - Materiel, radio 144, Ticino",51,L'autoambulanza et ses parties,la cabina di guida,la cabine de conduite,Il capo intervento sale in cabina di guida.,Le chef d'intervention monte en cabine de conduite.
"Bloc 3 - Materiel, radio 144, Ticino",51,L'autoambulanza et ses parties,il portellone posteriore,le hayon arrière,Apri il portellone posteriore.,Ouvre le hayon arrière.
"Bloc 3 - Materiel, radio 144, Ticino",51,L'autoambulanza et ses parties,i lampeggianti,les gyrophares,Accendo i lampeggianti e la sirena.,J'allume les gyrophares et la sirène.
"Bloc 3 - Materiel, radio 144, Ticino",51,L'autoambulanza et ses parties,la sirena,la sirène,Spegni la sirena vicino all'ospedale.,Éteins la sirène à proximité de l'hôpital.
"Bloc 3 - Materiel, radio 144, Ticino",51,L'autoambulanza et ses parties,la corsa urgente,la course urgente,Partiamo in corsa urgente verso Lugano.,Nous partons en course urgente vers Lugano.
"Bloc 3 - Materiel, radio 144, Ticino",51,L'autoambulanza et ses parties,il segnale prioritario,les feux prioritaires,Usiamo il segnale prioritario solo se necessario.,Nous utilisons les feux prioritaires seulement si nécessaire.
"Bloc 3 - Materiel, radio 144, Ticino",51,L'autoambulanza et ses parties,il gradino,le marchepied,Faccia attenzione al gradino.,Attention au marchepied.
"Bloc 3 - Materiel, radio 144, Ticino",51,L'autoambulanza et ses parties,la rampa,la rampe,Estraiamo la rampa per caricare la sedia.,Nous sortons la rampe pour charger la chaise.
"Bloc 3 - Materiel, radio 144, Ticino",51,L'autoambulanza et ses parties,il sollevatore elettrico,le hayon élévateur,La barella sale con il sollevatore elettrico.,Le brancard monte avec le hayon élévateur.
"Bloc 3 - Materiel, radio 144, Ticino",51,L'autoambulanza et ses parties,l'armadietto,l'armoire de rangement,Le garze sono nell'armadietto superiore.,Les compresses sont dans l'armoire du haut.
"Bloc 3 - Materiel, radio 144, Ticino",51,L'autoambulanza et ses parties,il controllo del turno,le contrôle de début de service,Facciamo il controllo del turno prima di partire.,Nous faisons le contrôle de service avant de partir.
"Bloc 3 - Materiel, radio 144, Ticino",51,L'autoambulanza et ses parties,il rifornimento,le réapprovisionnement,Dopo l'intervento facciamo rifornimento di materiale.,Après l'intervention nous réapprovisionnons le matériel.
"Bloc 3 - Materiel, radio 144, Ticino",51,L'autoambulanza et ses parties,la disinfezione,la désinfection,Procediamo alla disinfezione del vano sanitario.,Nous procédons à la désinfection de la cellule sanitaire.
"Bloc 3 - Materiel, radio 144, Ticino",52,Immobilisation et brancardage,la barella,le brancard,Carichiamo la barella con le cinghie chiuse.,Nous chargeons le brancard avec les sangles fermées.
"Bloc 3 - Materiel, radio 144, Ticino",52,Immobilisation et brancardage,la barella a cucchiaio,le brancard cuillère,Usiamo la barella a cucchiaio per il sospetto trauma.,Nous utilisons le brancard cuillère pour le traumatisme suspecté.
"Bloc 3 - Materiel, radio 144, Ticino",52,Immobilisation et brancardage,la sedia portantina,la chaise de transport,Scendiamo dal terzo piano con la sedia portantina.,Nous descendons du troisième étage avec la chaise de transport.
"Bloc 3 - Materiel, radio 144, Ticino",52,Immobilisation et brancardage,il telo portaferiti,le portoir souple,Spostiamo il paziente con il telo portaferiti.,Nous déplaçons le patient avec le portoir souple.
"Bloc 3 - Materiel, radio 144, Ticino",52,Immobilisation et brancardage,il materassino a depressione,le matelas coquille,Immobilizzo con il materassino a depressione.,J'immobilise avec le matelas coquille.
"Bloc 3 - Materiel, radio 144, Ticino",52,Immobilisation et brancardage,l'asse spinale,le plan dur,Posizioniamo il paziente sull'asse spinale.,Nous positionnons le patient sur le plan dur.
"Bloc 3 - Materiel, radio 144, Ticino",52,Immobilisation et brancardage,il collare cervicale,le collier cervical,Metto un collare cervicale misura media.,Je pose un collier cervical taille moyenne.
"Bloc 3 - Materiel, radio 144, Ticino",52,Immobilisation et brancardage,i fermacapo,les cales-tête,Fisso i fermacapo e le cinghie frontali.,Je fixe les cales-tête et les sangles frontales.
"Bloc 3 - Materiel, radio 144, Ticino",52,Immobilisation et brancardage,il corsetto estricatore,le corset d'extraction (KED),Applichiamo il corsetto estricatore prima dell'estrazione.,Nous appliquons le corset d'extraction avant la désincarcération.
"Bloc 3 - Materiel, radio 144, Ticino",52,Immobilisation et brancardage,la stecca,l'attelle,Immobilizzo l'avambraccio con una stecca.,J'immobilise l'avant-bras avec une attelle.
"Bloc 3 - Materiel, radio 144, Ticino",52,Immobilisation et brancardage,la steccobenda a depressione,l'attelle à dépression,Uso una steccobenda a depressione per la gamba.,J'utilise une attelle à dépression pour la jambe.
"Bloc 3 - Materiel, radio 144, Ticino",52,Immobilisation et brancardage,le cinghie,les sangles,Controlla che tutte le cinghie siano chiuse.,Vérifie que toutes les sangles sont fermées.
"Bloc 3 - Materiel, radio 144, Ticino",52,Immobilisation et brancardage,la trazione,la traction,Applico una trazione delicata sull'arto.,J'applique une traction douce sur le membre.
"Bloc 3 - Materiel, radio 144, Ticino",52,Immobilisation et brancardage,la rotazione in blocco,la bascule latérale (log roll),Facciamo una rotazione in blocco al mio comando.,Nous faisons une bascule latérale à mon commandement.
"Bloc 3 - Materiel, radio 144, Ticino",52,Immobilisation et brancardage,il sollevamento in blocco,le relevage en bloc,"Sollevamento in blocco al tre: uno, due, tre.","Relevage en bloc à trois : un, deux, trois."
"Bloc 3 - Materiel, radio 144, Ticino",53,Matériel respiratoire et oxygénothérapie,la bombola di ossigeno,la bouteille d'oxygène,Controlla la pressione della bombola di ossigeno.,Contrôle la pression de la bouteille d'oxygène.
"Bloc 3 - Materiel, radio 144, Ticino",53,Matériel respiratoire et oxygénothérapie,il riduttore di pressione,le détendeur,"Il riduttore di pressione perde, cambialo.","Le détendeur fuit, change-le."
"Bloc 3 - Materiel, radio 144, Ticino",53,Matériel respiratoire et oxygénothérapie,il flussometro,le débitmètre,Regola il flussometro a quindici litri.,Règle le débitmètre à quinze litres.
"Bloc 3 - Materiel, radio 144, Ticino",53,Matériel respiratoire et oxygénothérapie,la maschera facciale,le masque facial,Applico una maschera facciale con reservoir.,J'applique un masque facial à réserve.
"Bloc 3 - Materiel, radio 144, Ticino",53,Matériel respiratoire et oxygénothérapie,il pallone autoespandibile,le ballon auto-remplisseur,Ventilo con il pallone autoespandibile.,Je ventile avec le ballon auto-remplisseur.
"Bloc 3 - Materiel, radio 144, Ticino",53,Matériel respiratoire et oxygénothérapie,la cannula di Guedel,la canule de Guedel,Inserisco una cannula di Guedel numero quattro.,J'insère une canule de Guedel numéro quatre.
"Bloc 3 - Materiel, radio 144, Ticino",53,Matériel respiratoire et oxygénothérapie,il presidio sovraglottico,le dispositif supraglottique,Posizioniamo un presidio sovraglottico.,Nous posons un dispositif supraglottique.
"Bloc 3 - Materiel, radio 144, Ticino",53,Matériel respiratoire et oxygénothérapie,il tubo endotracheale,la sonde d'intubation,Il medico prepara il tubo endotracheale.,Le médecin prépare la sonde d'intubation.
"Bloc 3 - Materiel, radio 144, Ticino",53,Matériel respiratoire et oxygénothérapie,il laringoscopio,le laryngoscope,Passami il laringoscopio con lama tre.,Passe-moi le laryngoscope avec lame trois.
"Bloc 3 - Materiel, radio 144, Ticino",53,Matériel respiratoire et oxygénothérapie,il capnografo,le capnographe,Colleghiamo il capnografo dopo l'intubazione.,Nous branchons le capnographe après l'intubation.
"Bloc 3 - Materiel, radio 144, Ticino",53,Matériel respiratoire et oxygénothérapie,il pulsossimetro,l'oxymètre de pouls,Metto il pulsossimetro al dito indice.,Je place l'oxymètre sur l'index.
"Bloc 3 - Materiel, radio 144, Ticino",53,Matériel respiratoire et oxygénothérapie,l'aerosol,"l'aérosol, la nébulisation",Prepariamo un aerosol con broncodilatatore.,Nous préparons un aérosol avec bronchodilatateur.
"Bloc 3 - Materiel, radio 144, Ticino",53,Matériel respiratoire et oxygénothérapie,il distanziatore,la chambre d'inhalation,Somministriamo lo spray con il distanziatore.,Nous administrons le spray avec la chambre d'inhalation.
"Bloc 3 - Materiel, radio 144, Ticino",53,Matériel respiratoire et oxygénothérapie,la CPAP,la CPAP,Iniziamo la CPAP per l'edema polmonare.,Nous débutons la CPAP pour l'œdème pulmonaire.
"Bloc 3 - Materiel, radio 144, Ticino",53,Matériel respiratoire et oxygénothérapie,il sondino di aspirazione,la sonde d'aspiration,Passami un sondino di aspirazione rigido.,Passe-moi une sonde d'aspiration rigide.
"Bloc 3 - Materiel, radio 144, Ticino",54,"Circulation, monitorage et défibrillation",il monitor multiparametrico,le moniteur multiparamétrique,Collego il paziente al monitor multiparametrico.,Je branche le patient au moniteur multiparamétrique.
"Bloc 3 - Materiel, radio 144, Ticino",54,"Circulation, monitorage et défibrillation",il defibrillatore,le défibrillateur,"Il defibrillatore è carico, allontanatevi.","Le défibrillateur est chargé, écartez-vous."
"Bloc 3 - Materiel, radio 144, Ticino",54,"Circulation, monitorage et défibrillation",il DAE,le DAE (défibrillateur automatisé externe),In azienda c'era un DAE già applicato.,"Dans l'entreprise, un DAE était déjà posé."
"Bloc 3 - Materiel, radio 144, Ticino",54,"Circulation, monitorage et défibrillation",le placche,les électrodes de défibrillation,Attacco le placche sul torace nudo.,Je colle les électrodes sur le thorax nu.
"Bloc 3 - Materiel, radio 144, Ticino",54,"Circulation, monitorage et défibrillation",gli elettrodi,les électrodes ECG,Posiziono gli elettrodi per l'ECG.,Je positionne les électrodes pour l'ECG.
"Bloc 3 - Materiel, radio 144, Ticino",54,"Circulation, monitorage et défibrillation",l'ECG a dodici derivazioni,l'ECG douze dérivations,Eseguo un ECG a dodici derivazioni.,Je réalise un ECG douze dérivations.
"Bloc 3 - Materiel, radio 144, Ticino",54,"Circulation, monitorage et défibrillation",lo sfigmomanometro,le tensiomètre,Misuro la pressione con lo sfigmomanometro.,Je prends la tension avec le tensiomètre.
"Bloc 3 - Materiel, radio 144, Ticino",54,"Circulation, monitorage et défibrillation",il bracciale,le brassard,Metto il bracciale al braccio destro.,Je mets le brassard au bras droit.
"Bloc 3 - Materiel, radio 144, Ticino",54,"Circulation, monitorage et défibrillation",il fonendoscopio,le stéthoscope,Ausculto con il fonendoscopio.,J'ausculte avec le stéthoscope.
"Bloc 3 - Materiel, radio 144, Ticino",54,"Circulation, monitorage et défibrillation",l'agocannula,le cathéter veineux,Metto un'agocannula rosa al dorso della mano.,Je pose un cathéter rose au dos de la main.
"Bloc 3 - Materiel, radio 144, Ticino",54,"Circulation, monitorage et défibrillation",la via venosa periferica,la voie veineuse périphérique,Assicuro una via venosa periferica.,Je sécurise une voie veineuse périphérique.
"Bloc 3 - Materiel, radio 144, Ticino",54,"Circulation, monitorage et défibrillation",il deflussore,la tubulure de perfusion,Prepara il deflussore e la fisiologica.,Prépare la tubulure et le sérum physiologique.
"Bloc 3 - Materiel, radio 144, Ticino",54,"Circulation, monitorage et défibrillation",la fisiologica,le sérum physiologique,Infondo cinquecento millilitri di fisiologica.,Je perfuse cinq cents millilitres de sérum physiologique.
"Bloc 3 - Materiel, radio 144, Ticino",54,"Circulation, monitorage et défibrillation",il glucometro,le lecteur de glycémie,Con il glucometro misuro tre virgola due.,Au lecteur de glycémie je mesure trois virgule deux.
"Bloc 3 - Materiel, radio 144, Ticino",54,"Circulation, monitorage et défibrillation",il laccio,le garrot de pose,"Stringi il laccio, cerco una vena.","Serre le garrot, je cherche une veine."
"Bloc 3 - Materiel, radio 144, Ticino",55,Médicaments et voies d'administration,somministrare,administrer,Somministro ossigeno e nitrati.,J'administre de l'oxygène et des dérivés nitrés.
"Bloc 3 - Materiel, radio 144, Ticino",55,Médicaments et voies d'administration,la via endovenosa,la voie intraveineuse,Somministrazione per via endovenosa lenta.,Administration par voie intraveineuse lente.
"Bloc 3 - Materiel, radio 144, Ticino",55,Médicaments et voies d'administration,la via intramuscolare,la voie intramusculaire,Adrenalina per via intramuscolare nella coscia.,Adrénaline par voie intramusculaire dans la cuisse.
"Bloc 3 - Materiel, radio 144, Ticino",55,Médicaments et voies d'administration,la via sublinguale,la voie sublinguale,Nitroglicerina per via sublinguale.,Nitroglycérine par voie sublinguale.
"Bloc 3 - Materiel, radio 144, Ticino",55,Médicaments et voies d'administration,la via intranasale,la voie intranasale,Naloxone per via intranasale.,Naloxone par voie intranasale.
"Bloc 3 - Materiel, radio 144, Ticino",55,Médicaments et voies d'administration,la via intraossea,la voie intraosseuse,"Se non troviamo vene, andiamo in via intraossea.","Si nous ne trouvons pas de veine, nous passons en intraosseuse."
"Bloc 3 - Materiel, radio 144, Ticino",55,Médicaments et voies d'administration,la dose,la dose,La dose è di mezzo milligrammo.,La dose est d'un demi-milligramme.
"Bloc 3 - Materiel, radio 144, Ticino",55,Médicaments et voies d'administration,la fiala,l'ampoule,Preparo una fiala di adrenalina.,Je prépare une ampoule d'adrénaline.
"Bloc 3 - Materiel, radio 144, Ticino",55,Médicaments et voies d'administration,la siringa,la seringue,Passami una siringa da dieci millilitri.,Passe-moi une seringue de dix millilitres.
"Bloc 3 - Materiel, radio 144, Ticino",55,Médicaments et voies d'administration,l'ago,l'aiguille,Elimino l'ago nel contenitore rigido.,J'élimine l'aiguille dans le conteneur rigide.
"Bloc 3 - Materiel, radio 144, Ticino",55,Médicaments et voies d'administration,l'adrenalina,l'adrénaline,Adrenalina un milligrammo endovena.,Adrénaline un milligramme en intraveineuse.
"Bloc 3 - Materiel, radio 144, Ticino",55,Médicaments et voies d'administration,il glucosio,le glucose,Somministro glucosio per l'ipoglicemia.,J'administre du glucose pour l'hypoglycémie.
"Bloc 3 - Materiel, radio 144, Ticino",55,Médicaments et voies d'administration,la morfina,la morphine,Titolazione di morfina per il dolore.,Titration de morphine pour la douleur.
"Bloc 3 - Materiel, radio 144, Ticino",55,Médicaments et voies d'administration,l'algoritmo,"l'algorithme, le protocole",Seguo l'algoritmo cantonale per il dolore toracico.,Je suis l'algorithme cantonal pour la douleur thoracique.
"Bloc 3 - Materiel, radio 144, Ticino",55,Médicaments et voies d'administration,la prescrizione medica,la prescription médicale,Chiedo la prescrizione medica alla centrale.,Je demande la prescription médicale à la centrale.
"Bloc 3 - Materiel, radio 144, Ticino",56,Radio 144 : procédure de communication,la centrale operativa,la centrale d'engagement,"Centrale operativa, qui autoambulanza Lugano uno.","Centrale d'engagement, ici ambulance Lugano un."
"Bloc 3 - Materiel, radio 144, Ticino",56,Radio 144 : procédure de communication,Ticino Soccorso 144,Ticino Soccorso 144,Ticino Soccorso 144 ci ha allertati alle nove e dieci.,Ticino Soccorso 144 nous a alertés à neuf heures dix.
"Bloc 3 - Materiel, radio 144, Ticino",56,Radio 144 : procédure de communication,l'allarme,"l'alarme, l'alerte",L'allarme è arrivato tramite il numero 144.,L'alarme est arrivée par le numéro 144.
"Bloc 3 - Materiel, radio 144, Ticino",56,Radio 144 : procédure de communication,l'ingaggio,"l'engagement, la mission",Confermiamo l'ingaggio per un malore in strada.,Nous confirmons l'engagement pour un malaise sur la voie publique.
"Bloc 3 - Materiel, radio 144, Ticino",56,Radio 144 : procédure de communication,Ricevuto,Bien reçu,"Ricevuto centrale, siamo in partenza.","Bien reçu centrale, nous partons."
"Bloc 3 - Materiel, radio 144, Ticino",56,Radio 144 : procédure de communication,Passo,À vous,"Confermate l'indirizzo, passo.","Confirmez l'adresse, à vous."
"Bloc 3 - Materiel, radio 144, Ticino",56,Radio 144 : procédure de communication,Chiudo,Terminé,"Grazie centrale, chiudo.","Merci centrale, terminé."
"Bloc 3 - Materiel, radio 144, Ticino",56,Radio 144 : procédure de communication,In ascolto,À l'écoute,Autoambulanza due in ascolto.,Ambulance deux à l'écoute.
"Bloc 3 - Materiel, radio 144, Ticino",56,Radio 144 : procédure de communication,Ripeta per favore,Répétez s'il vous plaît,"Non ho capito, ripeta per favore.","Je n'ai pas compris, répétez s'il vous plaît."
"Bloc 3 - Materiel, radio 144, Ticino",56,Radio 144 : procédure de communication,Forte e chiaro,Cinq sur cinq,Vi ricevo forte e chiaro.,Je vous reçois cinq sur cinq.
"Bloc 3 - Materiel, radio 144, Ticino",56,Radio 144 : procédure de communication,la copertura radio,la couverture radio,Qui la copertura radio è scarsa.,Ici la couverture radio est mauvaise.
"Bloc 3 - Materiel, radio 144, Ticino",56,Radio 144 : procédure de communication,il canale,le canal,Passiamo sul canale di intervento.,Nous passons sur le canal d'intervention.
"Bloc 3 - Materiel, radio 144, Ticino",56,Radio 144 : procédure de communication,Polycom,Polycom (réseau radio suisse de sécurité),Comunichiamo via Polycom con i pompieri.,Nous communiquons par Polycom avec les pompiers.
"Bloc 3 - Materiel, radio 144, Ticino",56,Radio 144 : procédure de communication,l'alfabeto fonetico,l'alphabet phonétique,Le detto il nome con l'alfabeto fonetico.,Je vous dicte le nom avec l'alphabet phonétique.
"Bloc 3 - Materiel, radio 144, Ticino",56,Radio 144 : procédure de communication,fare lo spelling,épeler,"Le faccio lo spelling: Alfa, Novembre, Delta.","Je vous l'épelle : Alfa, November, Delta."
"Bloc 3 - Materiel, radio 144, Ticino",57,"Radio 144 : statuts, codes et renforts",lo stato del mezzo,le statut du véhicule,Aggiorno lo stato del mezzo sul terminale.,Je mets à jour le statut du véhicule sur le terminal.
"Bloc 3 - Materiel, radio 144, Ticino",57,"Radio 144 : statuts, codes et renforts",in partenza,"en route, au départ",Autoambulanza uno in partenza.,Ambulance un en route.
"Bloc 3 - Materiel, radio 144, Ticino",57,"Radio 144 : statuts, codes et renforts",sul posto,sur place,"Siamo sul posto, iniziamo la valutazione.","Nous sommes sur place, nous débutons l'évaluation."
"Bloc 3 - Materiel, radio 144, Ticino",57,"Radio 144 : statuts, codes et renforts",al paziente,auprès du patient,"Siamo al paziente, ora vi aggiorno.","Nous sommes auprès du patient, je vous informe."
"Bloc 3 - Materiel, radio 144, Ticino",57,"Radio 144 : statuts, codes et renforts",in trasporto,en transport,In trasporto verso l'Ospedale Civico.,En transport vers l'Ospedale Civico.
"Bloc 3 - Materiel, radio 144, Ticino",57,"Radio 144 : statuts, codes et renforts",all'ospedale,à l'hôpital,"Arrivati all'ospedale, consegna in corso.","Arrivés à l'hôpital, transmission en cours."
"Bloc 3 - Materiel, radio 144, Ticino",57,"Radio 144 : statuts, codes et renforts",libero,"disponible, libre",Mezzo libero e rientrante in sede.,Véhicule disponible et rentrant à la base.
"Bloc 3 - Materiel, radio 144, Ticino",57,"Radio 144 : statuts, codes et renforts",occupato,occupé,Siamo occupati su un altro intervento.,Nous sommes occupés sur une autre intervention.
"Bloc 3 - Materiel, radio 144, Ticino",57,"Radio 144 : statuts, codes et renforts",il codice di rientro,le degré d'urgence du retour,Rientriamo in codice due.,Nous rentrons en code deux.
"Bloc 3 - Materiel, radio 144, Ticino",57,"Radio 144 : statuts, codes et renforts",l'urgenza vitale,l'urgence vitale,"Si tratta di un'urgenza vitale, chiedo rinforzi.","Il s'agit d'une urgence vitale, je demande des renforts."
"Bloc 3 - Materiel, radio 144, Ticino",57,"Radio 144 : statuts, codes et renforts",il rinforzo,le renfort,Richiedo il rinforzo di un secondo mezzo.,Je demande le renfort d'un deuxième véhicule.
"Bloc 3 - Materiel, radio 144, Ticino",57,"Radio 144 : statuts, codes et renforts",il medico d'urgenza,le médecin d'urgence,Chiedo l'invio del medico d'urgenza.,Je demande l'envoi du médecin d'urgence.
"Bloc 3 - Materiel, radio 144, Ticino",57,"Radio 144 : statuts, codes et renforts",l'elisoccorso,l'hélicoptère de secours,Attivate l'elisoccorso della Rega.,Activez l'hélicoptère de secours de la Rega.
"Bloc 3 - Materiel, radio 144, Ticino",57,"Radio 144 : statuts, codes et renforts",il punto d'incontro,le point de rendez-vous,Fissiamo un punto d'incontro con i pompieri.,Nous fixons un point de rendez-vous avec les pompiers.
"Bloc 3 - Materiel, radio 144, Ticino",57,"Radio 144 : statuts, codes et renforts",l'annuncio,"l'annonce, le préavis",Faccio l'annuncio al Pronto Soccorso.,Je fais l'annonce aux urgences.
"Bloc 3 - Materiel, radio 144, Ticino",58,La transmission et le passage de témoin,la consegna,"la transmission, la passation",Faccio la consegna all'infermiere del triage.,Je fais la transmission à l'infirmier du triage.
"Bloc 3 - Materiel, radio 144, Ticino",58,La transmission et le passage de témoin,il preavviso,le préavis,Diamo il preavviso di arrivo tra dieci minuti.,Nous donnons le préavis d'arrivée dans dix minutes.
"Bloc 3 - Materiel, radio 144, Ticino",58,La transmission et le passage de témoin,il rapporto d'intervento,le rapport d'intervention,Compilo il rapporto d'intervento.,Je remplis le rapport d'intervention.
"Bloc 3 - Materiel, radio 144, Ticino",58,La transmission et le passage de témoin,il protocollo,le protocole,Firmo il protocollo e lo lascio in reparto.,Je signe le protocole et le laisse dans le service.
"Bloc 3 - Materiel, radio 144, Ticino",58,La transmission et le passage de témoin,Vi porto...,Je vous amène...,Vi porto un paziente di settantadue anni.,Je vous amène un patient de soixante-douze ans.
"Bloc 3 - Materiel, radio 144, Ticino",58,La transmission et le passage de témoin,l'anamnesi in breve,l'anamnèse en bref,"In breve: cardiopatico, diabetico, iperteso.","En bref : cardiaque, diabétique, hypertendu."
"Bloc 3 - Materiel, radio 144, Ticino",58,La transmission et le passage de témoin,i parametri vitali,les paramètres vitaux,Parametri vitali all'arrivo: pressione centoquaranta su ottanta.,Paramètres vitaux à l'arrivée : tension cent quarante sur quatre-vingts.
"Bloc 3 - Materiel, radio 144, Ticino",58,La transmission et le passage de témoin,l'evoluzione,l'évolution,L'evoluzione durante il trasporto è stata stabile.,L'évolution pendant le transport a été stable.
"Bloc 3 - Materiel, radio 144, Ticino",58,La transmission et le passage de témoin,il trattamento eseguito,le traitement effectué,Trattamento eseguito: ossigeno e nitrati.,Traitement effectué : oxygène et dérivés nitrés.
"Bloc 3 - Materiel, radio 144, Ticino",58,La transmission et le passage de témoin,stabile,stable,Il paziente è rimasto stabile.,Le patient est resté stable.
"Bloc 3 - Materiel, radio 144, Ticino",58,La transmission et le passage de témoin,peggiorato,aggravé,È peggiorato durante il trasporto.,Il s'est aggravé pendant le transport.
"Bloc 3 - Materiel, radio 144, Ticino",58,La transmission et le passage de témoin,l'ipotesi diagnostica,l'hypothèse diagnostique,La nostra ipotesi diagnostica è una sindrome coronarica.,Notre hypothèse diagnostique est un syndrome coronarien.
"Bloc 3 - Materiel, radio 144, Ticino",58,La transmission et le passage de témoin,il triage,le triage,L'infermiere di triage assegna il codice.,L'infirmier de triage attribue le code.
"Bloc 3 - Materiel, radio 144, Ticino",58,La transmission et le passage de témoin,il letto d'osservazione,le lit d'observation,Lo portiamo nel letto d'osservazione due.,Nous l'installons au lit d'observation deux.
"Bloc 3 - Materiel, radio 144, Ticino",58,La transmission et le passage de témoin,gli effetti personali,les effets personnels,Consegno gli effetti personali e i documenti.,Je remets les effets personnels et les documents.
"Bloc 3 - Materiel, radio 144, Ticino",59,Le système sanitaire tessinois et suisse,il Pronto Soccorso,les urgences hospitalières,Trasportiamo al Pronto Soccorso di Lugano.,Nous transportons aux urgences de Lugano.
"Bloc 3 - Materiel, radio 144, Ticino",59,Le système sanitaire tessinois et suisse,la FCTSA,la FCTSA (fédération cantonale des services d'ambulance),La FCTSA coordina i servizi autoambulanza del Cantone.,La FCTSA coordonne les services d'ambulance du canton.
"Bloc 3 - Materiel, radio 144, Ticino",59,Le système sanitaire tessinois et suisse,l'EOC,l'EOC (hôpitaux publics cantonaux),L'EOC gestisce gli ospedali pubblici del Ticino.,L'EOC gère les hôpitaux publics du Tessin.
"Bloc 3 - Materiel, radio 144, Ticino",59,Le système sanitaire tessinois et suisse,la Croce Verde,la Croce Verde (service d'ambulance),La Croce Verde di Lugano invia un secondo mezzo.,La Croce Verde de Lugano envoie un deuxième véhicule.
"Bloc 3 - Materiel, radio 144, Ticino",59,Le système sanitaire tessinois et suisse,la Rega,la Rega (garde aérienne suisse),La Rega arriva tra otto minuti.,La Rega arrive dans huit minutes.
"Bloc 3 - Materiel, radio 144, Ticino",59,Le système sanitaire tessinois et suisse,il soccorritore diplomato,l'ambulancier diplômé,Sono soccorritore diplomato SSS.,Je suis ambulancier diplômé ES.
"Bloc 3 - Materiel, radio 144, Ticino",59,Le système sanitaire tessinois et suisse,l'autista soccorritore,le chauffeur-secouriste,L'autista soccorritore guida in corsa urgente.,Le chauffeur-secouriste conduit en course urgente.
"Bloc 3 - Materiel, radio 144, Ticino",59,Le système sanitaire tessinois et suisse,il capo intervento,le chef d'intervention,Il capo intervento coordina sul posto.,Le chef d'intervention coordonne sur place.
"Bloc 3 - Materiel, radio 144, Ticino",59,Le système sanitaire tessinois et suisse,il servizio di picchetto,le service de piquet,Questa notte sono di picchetto.,Cette nuit je suis de piquet.
"Bloc 3 - Materiel, radio 144, Ticino",59,Le système sanitaire tessinois et suisse,la cassa malati,la caisse maladie,Mi dice qual è la sua cassa malati?,Pouvez-vous me dire quelle est votre caisse maladie ?
"Bloc 3 - Materiel, radio 144, Ticino",59,Le système sanitaire tessinois et suisse,la tessera d'assicurato,la carte d'assuré,Cerchiamo la tessera d'assicurato nel portafoglio.,Nous cherchons la carte d'assuré dans le portefeuille.
"Bloc 3 - Materiel, radio 144, Ticino",59,Le système sanitaire tessinois et suisse,il medico di guardia,le médecin de garde,Chiamiamo il medico di guardia della regione.,Nous appelons le médecin de garde de la région.
"Bloc 3 - Materiel, radio 144, Ticino",59,Le système sanitaire tessinois et suisse,la casa per anziani,l'EMS,Veniamo chiamati da una casa per anziani.,Nous sommes appelés par un EMS.
"Bloc 3 - Materiel, radio 144, Ticino",59,Le système sanitaire tessinois et suisse,il servizio di cure a domicilio,les soins à domicile,Il servizio di cure a domicilio passa due volte al giorno.,Les soins à domicile passent deux fois par jour.
"Bloc 3 - Materiel, radio 144, Ticino",59,Le système sanitaire tessinois et suisse,la polizia cantonale,la police cantonale,La polizia cantonale è già sul posto.,La police cantonale est déjà sur place.
"Bloc 3 - Materiel, radio 144, Ticino",60,"Sigles, helvétismes et synthèse",il 144,le 144 (numéro sanitaire suisse),In Svizzera si chiama il 144 per le emergenze sanitarie.,En Suisse on appelle le 144 pour les urgences sanitaires.
"Bloc 3 - Materiel, radio 144, Ticino",60,"Sigles, helvétismes et synthèse",il 117,le 117 (police),Per la polizia si compone il 117.,Pour la police on compose le 117.
"Bloc 3 - Materiel, radio 144, Ticino",60,"Sigles, helvétismes et synthèse",il 118,le 118 (pompiers),I pompieri si allertano con il 118.,Les pompiers s'alertent avec le 118.
"Bloc 3 - Materiel, radio 144, Ticino",60,"Sigles, helvétismes et synthèse",il 1414,le 1414 (Rega),La Rega si allerta al 1414.,La Rega s'alerte au 1414.
